voting_ID,faction_ID,for,against,abstain,did_not_vote,absent
1417090270,4,370,0,2,32,14
1417090482,4,343,0,1,59,15
1417092081,4,393,0,0,21,4
1417096360,1,140,0,0,4,2
1417096360,2,78,0,1,4,0
1417096360,3,23,0,0,13,4
1417096360,4,32,0,0,4,1
1417096360,5,28,0,0,3,1
1417096360,6,20,0,0,2,0
1417096360,7,20,0,0,0,0
1417096360,8,17,0,0,1,1
1417096360,9,12,0,0,7,0
1417096933,1,142,0,0,3,1
1417096933,2,83,0,0,0,0
1417096933,3,1,0,0,32,7
1417096933,4,26,0,3,7,1
1417096933,5,32,0,0,0,0
1417096933,6,19,0,0,3,0
1417096933,7,20,0,0,0,0
1417096933,8,18,0,0,0,1
1417096933,9,18,0,0,1,0
1417100374,1,139,2,2,1,1
1417100374,2,83,0,0,0,0
1417100374,3,1,0,0,28,11
1417100374,4,12,0,4,9,13
1417100374,5,32,0,0,0,0
1417100374,6,21,0,1,0,0
1417100374,7,19,0,0,0,1
1417100374,8,18,0,0,0,1
1417100374,9,16,0,0,2,1
1417100590,1,136,0,1,7,1
1417100590,2,82,0,0,0,1
1417100590,3,19,1,0,7,13
1417100590,4,23,0,0,0,15
1417100590,5,31,0,0,1,0
1417100590,6,22,0,0,0,0
1417100590,7,18,0,0,1,1
1417100590,8,18,0,0,0,1
1417100590,9,17,0,0,1,1
1417523777,1,123,0,0,16,6
1417523777,2,81,0,0,0,2
1417523777,3,0,1,0,27,12
1417523777,4,26,0,0,3,11
1417523777,5,30,0,0,1,1
1417523777,6,22,0,0,0,0
1417523777,7,8,0,0,4,8
1417523777,8,18,0,0,0,1
1417523777,9,2,0,0,15,2
1417536570,1,0,0,0,139,6
1417536570,2,0,0,0,77,6
1417536570,3,0,0,0,28,12
1417536570,4,0,0,0,29,11
1417536570,5,0,0,0,2,30
1417536570,6,0,0,0,21,1
1417536570,7,0,0,0,16,4
1417536570,8,0,0,0,18,1
1417536570,9,0,0,0,13,6
1417543122,1,143,0,0,1,3
1417543122,2,82,0,0,0,1
1417543122,3,0,0,0,28,12
1417543122,4,21,0,0,1,16
1417543122,5,32,0,0,0,0
1417543122,6,22,0,0,0,0
1417543122,7,17,0,0,0,3
1417543122,8,18,0,0,0,1
1417543122,9,16,0,0,2,1
1417543723,1,143,0,0,2,2
1417543723,2,82,0,0,0,1
1417543723,3,0,0,0,25,15
1417543723,4,17,0,0,4,17
1417543723,5,32,0,0,0,0
1417543723,6,22,0,0,0,0
1417543723,7,17,0,0,0,3
1417543723,8,18,0,0,0,1
1417543723,9,16,0,0,2,1
1417544566,1,125,0,5,15,2
1417544566,2,69,0,0,12,2
1417544566,3,0,2,0,28,10
1417544566,4,5,6,1,13,13
1417544566,5,0,6,0,26,0
1417544566,6,15,0,1,6,0
1417544566,7,1,0,0,14,5
1417544566,8,14,0,1,3,1
1417544566,9,0,2,1,12,4
1417549859,1,123,8,1,11,4
1417549859,2,73,0,0,9,1
1417549859,3,0,0,0,2,38
1417549859,4,4,14,1,2,17
1417549859,5,2,20,0,10,0
1417549859,6,21,0,0,0,1
1417549859,7,0,1,0,11,8
1417549859,8,0,1,0,16,2
1417549859,9,0,4,0,11,4
1417550691,1,136,1,6,1,3
1417550691,2,80,0,0,2,1
1417550691,3,0,0,0,2,38
1417550691,4,9,0,6,1,22
1417550691,5,25,0,6,1,0
1417550691,6,21,0,1,0,0
1417550691,7,0,0,0,11,9
1417550691,8,16,0,1,0,2
1417550691,9,1,0,10,2,6
1417550993,1,128,0,0,10,9
1417550993,2,74,0,0,3,6
1417550993,3,0,0,0,2,38
1417550993,4,19,0,0,1,18
1417550993,5,32,0,0,0,0
1417550993,6,22,0,0,0,0
1417550993,7,8,0,0,2,10
1417550993,8,16,0,0,1,2
1417550993,9,5,0,0,4,10
1417551022,1,132,0,0,6,9
1417551022,2,75,0,0,3,5
1417551022,3,0,0,0,2,38
1417551022,4,15,0,0,6,17
1417551022,5,32,0,0,0,0
1417551022,6,21,0,0,1,0
1417551022,7,6,0,0,4,10
1417551022,8,16,0,0,0,3
1417551022,9,0,0,0,5,14
1417551109,1,132,0,2,5,8
1417551109,2,78,0,0,1,4
1417551109,3,0,0,0,2,38
1417551109,4,21,0,0,0,17
1417551109,5,32,0,0,0,0
1417551109,6,21,0,0,1,0
1417551109,7,6,0,0,3,11
1417551109,8,16,0,0,0,3
1417551109,9,7,0,0,2,10
1417551134,1,134,0,0,5,8
1417551134,2,78,0,0,1,4
1417551134,3,0,0,0,2,38
1417551134,4,21,0,0,0,17
1417551134,5,31,0,0,1,0
1417551134,6,21,0,0,1,0
1417551134,7,7,0,0,2,11
1417551134,8,16,0,0,0,3
1417551134,9,1,0,0,6,12
1417551157,1,131,1,1,5,9
1417551157,2,76,0,0,3,4
1417551157,3,0,0,0,2,38
1417551157,4,19,1,0,1,17
1417551157,5,31,0,0,1,0
1417551157,6,19,1,1,1,0
1417551157,7,6,0,0,3,11
1417551157,8,16,0,0,0,3
1417551157,9,2,0,0,4,13
1417551181,1,130,0,2,6,9
1417551181,2,76,0,0,3,4
1417551181,3,0,0,0,2,38
1417551181,4,19,0,0,2,17
1417551181,5,31,0,0,1,0
1417551181,6,20,0,0,2,0
1417551181,7,7,0,0,2,11
1417551181,8,16,0,0,0,3
1417551181,9,1,0,0,4,14
1417551202,1,131,0,0,7,9
1417551202,2,77,0,0,2,4
1417551202,3,0,0,0,2,38
1417551202,4,20,0,0,1,17
1417551202,5,30,0,1,1,0
1417551202,6,21,0,0,0,1
1417551202,7,7,0,0,1,12
1417551202,8,16,0,0,0,3
1417551202,9,1,0,0,5,13
1417551226,1,133,0,0,4,10
1417551226,2,76,0,0,3,4
1417551226,3,0,0,0,2,38
1417551226,4,21,0,0,0,17
1417551226,5,31,0,0,1,0
1417551226,6,21,0,0,0,1
1417551226,7,7,0,0,1,12
1417551226,8,16,0,0,0,3
1417551226,9,1,0,0,5,13
1417551249,1,133,0,1,3,10
1417551249,2,78,0,0,1,4
1417551249,3,0,0,0,2,38
1417551249,4,19,0,0,2,17
1417551249,5,32,0,0,0,0
1417551249,6,21,0,0,0,1
1417551249,7,7,0,0,1,12
1417551249,8,16,0,0,0,3
1417551249,9,0,0,0,5,14
1417551274,1,128,1,4,4,10
1417551274,2,74,0,1,4,4
1417551274,3,0,0,0,2,38
1417551274,4,15,0,1,5,17
1417551274,5,27,1,3,1,0
1417551274,6,20,0,0,1,1
1417551274,7,6,0,0,2,12
1417551274,8,14,0,1,1,3
1417551274,9,1,0,0,5,13
1417551322,1,131,0,0,5,11
1417551322,2,77,0,0,2,4
1417551322,3,0,0,0,2,38
1417551322,4,19,0,0,2,17
1417551322,5,32,0,0,0,0
1417551322,6,21,0,0,0,1
1417551322,7,7,0,0,1,12
1417551322,8,16,0,0,0,3
1417551322,9,2,0,0,5,12
1417712628,1,140,0,0,0,7
1417712628,2,74,0,0,3,2
1417712628,4,18,0,0,8,16
1417712628,3,0,20,1,9,10
1417712628,5,31,0,0,0,2
1417712628,6,21,0,0,0,1
1417712628,7,14,0,0,2,4
1417712628,8,15,0,0,0,4
1417712628,9,0,3,3,10,2
1417713655,1,138,1,0,2,7
1417713655,2,73,0,0,3,2
1417713655,4,22,0,1,7,13
1417713655,3,0,15,1,14,10
1417713655,5,29,0,0,1,2
1417713655,6,21,0,0,0,1
1417713655,7,15,0,0,2,3
1417713655,8,15,0,0,0,4
1417713655,9,2,3,0,11,2
1417713807,1,133,0,1,7,7
1417713807,2,72,0,0,4,2
1417713807,4,12,0,9,9,13
1417713807,3,0,23,0,7,10
1417713807,5,26,0,0,4,2
1417713807,6,0,1,0,20,1
1417713807,7,15,0,0,2,3
1417713807,8,12,0,0,3,4
1417713807,9,0,3,0,12,3
1417714982,1,117,0,5,14,12
1417714982,2,74,0,0,2,2
1417714982,4,12,11,1,5,14
1417714982,3,0,22,0,9,9
1417714982,5,21,0,0,9,2
1417714982,6,0,1,0,20,1
1417714982,7,15,0,0,2,3
1417714982,8,10,0,0,5,4
1417714982,9,0,3,0,14,1
1418121895,1,122,1,1,9,16
1418121895,2,75,0,0,1,5
1418121895,3,0,0,1,32,7
1418121895,4,20,0,0,7,13
1418121895,5,26,0,0,1,5
1418121895,6,21,0,0,0,1
1418121895,7,0,0,0,10,10
1418121895,8,14,0,0,0,5
1418121895,9,0,1,0,8,9
1418122235,1,130,0,1,4,14
1418122235,2,73,1,0,2,5
1418122235,3,26,0,0,8,6
1418122235,4,15,0,8,4,13
1418122235,5,29,0,0,0,3
1418122235,6,21,0,0,0,1
1418122235,7,14,0,0,2,4
1418122235,8,14,0,0,0,5
1418122235,9,12,0,0,2,4
1418123055,1,132,0,0,3,14
1418123055,2,75,0,0,2,4
1418123055,3,24,0,0,10,6
1418123055,4,24,0,0,3,13
1418123055,5,28,0,0,1,3
1418123055,6,20,0,0,1,1
1418123055,7,14,0,0,3,3
1418123055,8,14,0,0,0,5
1418123055,9,12,0,0,1,5
1418123091,1,129,0,1,4,15
1418123091,2,77,0,0,0,4
1418123091,3,0,2,1,29,8
1418123091,4,22,0,0,4,14
1418123091,5,28,0,0,1,3
1418123091,6,20,0,0,1,1
1418123091,7,9,0,0,8,3
1418123091,8,14,0,0,0,5
1418123091,9,10,0,0,3,5
1418293228,1,138,0,0,5,6
1418293228,2,71,0,0,5,6
1418293228,3,31,0,0,5,4
1418293228,4,25,0,0,2,12
1418293228,5,29,0,0,0,3
1418293228,6,20,0,0,1,1
1418293228,7,11,0,0,2,7
1418293228,8,16,0,0,0,3
1418293228,9,8,0,0,9,1
1418293320,1,134,0,0,9,6
1418293320,2,66,0,0,10,6
1418293320,3,23,0,1,13,3
1418293320,4,18,0,0,9,12
1418293320,5,29,0,0,0,3
1418293320,6,21,0,0,0,1
1418293320,7,8,0,0,4,8
1418293320,8,16,0,0,0,3
1418293320,9,10,0,0,7,1
1418304198,1,123,2,6,6,12
1418304198,2,77,0,0,1,4
1418304198,3,0,13,1,11,15
1418304198,4,7,11,1,1,19
1418304198,5,27,0,2,0,3
1418304198,6,20,0,1,0,1
1418304198,7,0,0,2,9,9
1418304198,8,15,0,0,1,3
1418304198,9,0,2,1,13,2
1418304320,1,134,0,0,5,10
1418304320,2,75,0,0,2,5
1418304320,3,13,0,1,14,12
1418304320,4,21,0,0,2,16
1418304320,5,28,0,0,1,3
1418304320,6,21,0,0,1,0
1418304320,7,7,0,0,4,9
1418304320,8,14,0,0,2,3
1418304320,9,6,0,0,12,0
1418304356,1,118,1,4,16,10
1418304356,2,76,0,0,1,5
1418304356,3,0,3,1,24,12
1418304356,4,13,7,0,3,16
1418304356,5,13,0,3,13,3
1418304356,6,21,0,0,1,0
1418304356,7,1,1,0,9,9
1418304356,8,15,0,0,1,3
1418304356,9,5,0,0,13,0
1418305638,1,135,0,0,5,9
1418305638,2,76,0,0,1,5
1418305638,3,0,3,1,28,8
1418305638,4,12,0,2,9,16
1418305638,5,27,0,1,1,3
1418305638,6,22,0,0,0,0
1418305638,7,11,0,0,1,8
1418305638,8,16,0,0,0,3
1418305638,9,17,0,0,0,1
1418305682,1,133,0,0,7,9
1418305682,2,76,0,0,1,5
1418305682,3,0,0,1,31,8
1418305682,4,12,0,0,11,16
1418305682,5,29,0,0,0,3
1418305682,6,21,0,0,1,0
1418305682,7,11,0,0,1,8
1418305682,8,15,0,0,1,3
1418305682,9,13,0,0,4,1
1418307604,1,112,0,2,15,20
1418307604,2,71,0,2,3,6
1418307604,3,0,0,1,31,8
1418307604,4,16,0,1,4,18
1418307604,5,27,0,0,2,3
1418307604,6,22,0,0,0,0
1418307604,7,0,0,0,9,11
1418307604,8,16,0,0,0,3
1418307604,9,0,0,0,15,3
1418308241,1,112,1,4,8,24
1418308241,2,68,0,0,7,7
1418308241,3,0,1,1,29,9
1418308241,4,5,6,8,2,18
1418308241,5,26,0,1,2,3
1418308241,6,21,0,0,1,0
1418308241,7,0,0,0,7,13
1418308241,8,15,0,0,1,3
1418308241,9,0,1,1,14,2
1418308781,1,127,0,0,8,14
1418308781,2,70,0,0,6,6
1418308781,3,18,0,0,6,16
1418308781,4,21,0,0,2,16
1418308781,5,28,0,0,1,3
1418308781,6,21,0,0,1,0
1418308781,7,8,0,0,0,12
1418308781,8,15,0,0,0,4
1418308781,9,13,0,0,4,1
1418309656,1,109,0,0,17,23
1418309656,2,65,0,0,9,8
1418309656,3,20,0,0,5,15
1418309656,4,18,0,0,2,19
1418309656,5,28,0,0,1,3
1418309656,6,21,0,0,1,0
1418309656,7,2,0,0,1,17
1418309656,8,15,0,0,1,3
1418309656,9,10,0,0,4,4
1418309694,1,113,0,0,11,25
1418309694,2,65,0,0,9,8
1418309694,3,20,0,0,5,15
1418309694,4,18,0,0,2,19
1418309694,5,27,0,0,2,3
1418309694,6,20,0,0,2,0
1418309694,7,1,0,0,2,17
1418309694,8,13,0,1,2,3
1418309694,9,10,0,0,5,3
1418309794,1,102,1,1,17,28
1418309794,2,62,0,0,12,8
1418309794,3,1,0,1,17,21
1418309794,4,14,0,0,6,19
1418309794,5,27,0,0,1,4
1418309794,6,21,0,0,1,0
1418309794,7,0,0,0,2,18
1418309794,8,16,0,0,0,3
1418309794,9,1,1,0,12,4
1418310345,1,96,0,6,18,29
1418310345,2,57,0,1,15,9
1418310345,3,0,0,1,17,22
1418310345,4,13,1,0,3,22
1418310345,5,25,0,1,2,4
1418310345,6,21,0,0,1,0
1418310345,7,0,0,0,1,19
1418310345,8,16,0,0,0,3
1418310345,9,0,0,0,14,4
1418310384,1,110,0,3,9,27
1418310384,2,66,0,0,7,9
1418310384,3,0,1,1,15,23
1418310384,4,14,1,0,2,22
1418310384,5,25,0,1,2,4
1418310384,6,21,0,0,1,0
1418310384,7,0,0,0,2,18
1418310384,8,16,0,0,0,3
1418310384,9,0,0,0,13,5
1419332087,1,20,5,3,110,11
1419332087,2,1,13,0,66,2
1419332087,3,3,0,0,28,9
1419332087,4,15,0,1,14,10
1419332087,5,31,0,0,1,0
1419332087,6,21,0,0,0,1
1419332087,7,8,0,0,10,2
1419332087,8,16,0,0,0,3
1419332087,9,5,0,0,12,1
1419332191,1,8,4,9,118,10
1419332191,2,0,13,0,67,2
1419332191,3,2,0,0,29,9
1419332191,4,15,0,1,14,10
1419332191,5,30,0,0,2,0
1419332191,6,3,0,2,16,1
1419332191,7,4,0,0,14,2
1419332191,8,16,0,0,0,3
1419332191,9,3,0,0,13,2
1419332258,1,6,4,12,116,11
1419332258,2,0,10,0,70,2
1419332258,3,1,0,1,29,9
1419332258,4,6,0,1,23,10
1419332258,5,29,0,0,3,0
1419332258,6,0,0,0,21,1
1419332258,7,2,0,0,16,2
1419332258,8,16,0,0,0,3
1419332258,9,1,0,0,15,2
1419332557,1,16,1,11,108,13
1419332557,2,0,8,1,71,2
1419332557,3,5,0,0,25,10
1419332557,4,15,0,1,14,10
1419332557,5,30,0,0,2,0
1419332557,6,3,0,0,18,1
1419332557,7,1,0,0,17,2
1419332557,8,16,0,0,0,3
1419332557,9,1,0,0,15,2
1419332726,1,19,2,11,102,15
1419332726,2,0,7,2,71,2
1419332726,3,4,0,1,25,10
1419332726,4,15,0,1,14,10
1419332726,5,30,0,1,1,0
1419332726,6,20,0,0,1,1
1419332726,7,5,0,0,13,2
1419332726,8,16,0,0,0,3
1419332726,9,0,0,0,16,2
1419332876,1,14,2,13,108,12
1419332876,2,0,3,0,77,2
1419332876,3,5,0,0,25,10
1419332876,4,15,0,0,15,10
1419332876,5,30,0,0,2,0
1419332876,6,1,0,0,20,1
1419332876,7,4,0,0,14,2
1419332876,8,16,0,0,0,3
1419332876,9,1,0,1,14,2
1419332983,1,0,2,11,122,14
1419332983,2,0,3,0,77,2
1419332983,3,4,0,0,25,11
1419332983,4,13,0,0,17,10
1419332983,5,29,0,0,3,0
1419332983,6,1,0,0,20,1
1419332983,7,1,0,1,16,2
1419332983,8,14,0,0,2,3
1419332983,9,0,0,1,15,2
1419333101,1,9,2,14,110,14
1419333101,2,0,3,1,75,3
1419333101,3,3,0,0,26,11
1419333101,4,14,0,0,16,10
1419333101,5,26,0,0,6,0
1419333101,6,1,0,0,19,2
1419333101,7,0,0,1,17,2
1419333101,8,15,0,0,1,3
1419333101,9,0,0,1,15,2
1419333186,1,3,2,13,117,14
1419333186,2,0,2,0,76,4
1419333186,3,5,0,0,24,11
1419333186,4,12,0,0,18,10
1419333186,5,28,0,0,4,0
1419333186,6,1,0,0,19,2
1419333186,7,0,0,0,18,2
1419333186,8,15,0,0,1,3
1419333186,9,1,0,1,14,2
1419333344,1,10,3,14,108,14
1419333344,2,0,8,0,71,3
1419333344,3,6,0,0,23,11
1419333344,4,14,0,1,15,10
1419333344,5,27,0,0,5,0
1419333344,6,1,0,0,19,2
1419333344,7,4,0,0,14,2
1419333344,8,16,0,0,0,3
1419333344,9,0,0,1,16,1
1419333427,1,13,4,17,102,13
1419333427,2,0,6,1,72,3
1419333427,3,6,0,0,23,11
1419333427,4,14,0,1,15,10
1419333427,5,28,0,0,4,0
1419333427,6,2,0,0,18,2
1419333427,7,4,0,0,14,2
1419333427,8,15,0,0,1,3
1419333427,9,0,0,1,16,1
1419333538,1,19,2,12,103,13
1419333538,2,0,7,0,72,3
1419333538,3,5,0,0,24,11
1419333538,4,16,0,1,13,10
1419333538,5,30,0,0,2,0
1419333538,6,1,0,0,19,2
1419333538,7,6,0,0,12,2
1419333538,8,16,0,0,0,3
1419333538,9,0,0,1,16,1
1419333708,1,15,4,11,105,14
1419333708,2,0,7,0,72,3
1419333708,3,5,0,0,24,11
1419333708,4,16,0,1,13,10
1419333708,5,29,0,1,2,0
1419333708,6,2,0,0,18,2
1419333708,7,1,0,0,16,3
1419333708,8,16,0,0,0,3
1419333708,9,0,0,0,17,1
1419333858,1,20,4,14,97,14
1419333858,2,0,8,0,71,3
1419333858,3,4,0,1,24,11
1419333858,4,13,0,1,16,10
1419333858,5,29,0,0,3,0
1419333858,6,1,0,0,19,2
1419333858,7,3,0,0,14,3
1419333858,8,16,0,0,0,3
1419333858,9,0,0,1,16,1
1419335004,1,116,0,7,10,16
1419335004,2,78,0,0,1,3
1419335004,3,0,17,0,11,12
1419335004,4,5,2,11,9,13
1419335004,5,0,0,2,30,0
1419335004,6,0,1,19,0,2
1419335004,7,11,0,0,6,3
1419335004,8,0,0,3,13,3
1419335004,9,13,0,0,3,2
1419335545,1,116,2,2,14,15
1419335545,2,80,0,0,0,2
1419335545,3,0,9,0,18,13
1419335545,4,3,5,1,19,12
1419335545,5,0,27,0,4,1
1419335545,6,0,3,0,17,2
1419335545,7,9,0,0,8,3
1419335545,8,0,2,0,14,3
1419335545,9,15,0,0,1,2
1419335594,1,116,0,2,23,8
1419335594,2,79,0,0,1,2
1419335594,3,0,2,0,24,14
1419335594,4,19,0,0,9,12
1419335594,5,31,0,0,0,1
1419335594,6,17,0,0,3,2
1419335594,7,11,0,0,6,3
1419335594,8,15,0,0,1,3
1419335594,9,14,0,0,2,2
1419335711,1,104,0,0,36,9
1419335711,2,72,0,0,7,3
1419335711,3,0,1,0,24,15
1419335711,4,3,8,1,16,12
1419335711,5,27,0,1,3,1
1419335711,6,15,0,0,5,2
1419335711,7,4,0,0,12,4
1419335711,8,8,0,0,8,3
1419335711,9,12,0,0,4,2
1419336800,1,127,0,0,14,8
1419336800,2,77,0,0,3,2
1419336800,3,0,8,0,18,14
1419336800,4,20,0,1,7,12
1419336800,5,29,0,0,2,1
1419336800,6,19,0,0,0,3
1419336800,7,8,0,1,6,5
1419336800,8,14,0,0,1,4
1419336800,9,9,0,0,5,4
1419342787,1,69,0,0,60,20
1419342787,2,66,0,0,11,5
1419342787,3,7,0,0,18,15
1419342787,4,14,0,1,8,17
1419342787,5,28,0,0,3,1
1419342787,6,19,0,0,2,1
1419342787,7,9,0,0,2,9
1419342787,8,13,0,0,3,3
1419342787,9,9,0,0,7,2
1419349220,1,119,0,0,16,14
1419349220,2,73,0,0,7,2
1419349220,3,0,2,0,16,22
1419349220,4,6,7,0,7,20
1419349220,5,25,0,0,5,2
1419349220,6,19,0,0,1,2
1419349220,7,0,0,0,5,15
1419349220,8,11,0,0,3,5
1419349220,9,0,0,3,9,6
